farm_id,region,date,location_lat,location_lon,crop_name,previous_crop,sowing_date,harvest_date,yield_ton_per_acre,area_acre,season,month,rainfall_mm,temp_max_c,temp_min_c,humidity_pct,wind_speed_mps,forecast_rainfall_mm_7d,forecast_temp_max_c_7d,forecast_temp_min_c_7d,rolling_rain_7d,rolling_rain_30d,heat_stress_days_30d,growing_degree_days,rainfall_anomaly,spi_index,nitrogen,phosphorus,potassium,soil_ph,organic_carbon,npk_ratio,soil_fertility_score,monocrop_count,drought_risk_label,flood_risk_label
942,West Bengal,2022-06-18,22.379,88.6894,soybean,maize,2022-06-18,2022-12-05,2.61,2.78,kharif,6,26.75,26.19,21.18,71.18,2.07,17.79,24.69,21.56,30.72,73.79,0,1388.26,-0.58,0.72,291.16,128.22,202.82,6.16,0.493,2.074,1.0,0,0,0
943,Bihar,2021-03-15,26.2668,84.5974,rice,maize,2021-03-15,2021-07-21,4.72,1.43,kharif,3,154.28,36.83,26.75,66.51,3.56,137.73,38.1,27.85,150.67,580.32,5,1491.45,-0.06,-0.22,185.5,92.98,157.13,5.99,0.711,1.452,1.0,2,0,0
944,Karnataka,2021-01-03,14.8984,75.3121,soybean,soybean,2021-01-03,2021-05-17,2.37,0.56,kharif,1,5.2,30.76,21.8,71.25,3.79,6.1,31.49,20.1,6.18,11.84,1,1292.16,0.13,0.41,344.54,141.47,215.73,6.11,0.396,2.339,1.0,5,0,0
945,Punjab,2022-08-27,30.3321,75.6097,wheat,wheat,2022-08-27,2023-02-21,3.46,5.61,rabi,8,127.85,32.57,26.56,57.91,4.93,88.76,31.73,27.38,65.98,296.06,3,1151.84,0.16,-2.85,130.43,138.19,170.75,7.43,1.3,1.465,1.0,3,1,0
946,Haryana,2022-12-01,29.3437,76.0062,mustard,mustard,2022-12-01,2023-03-25,2.31,5.77,kharif,12,57.39,30.79,22.06,51.29,4.95,45.88,31.32,22.45,52.34,191.89,3,954.4,-0.58,1.83,152.2,193.18,141.29,6.6,1.031,1.622,1.0,4,0,0
947,Odisha,2021-07-11,20.7432,85.2835,maize,rice,2021-07-11,2021-10-23,4.97,3.87,rabi,7,12.23,27.29,21.69,99.0,2.67,9.81,27.23,21.03,9.43,34.28,1,829.23,-1.01,0.18,253.11,100.47,176.03,7.52,0.981,1.765,1.0,5,0,0
948,Assam,2021-01-14,26.077,91.8856,rice,wheat,2021-01-14,2021-06-29,3.61,0.98,zaid,1,109.97,26.88,21.65,90.96,2.31,117.59,28.58,22.12,50.77,299.98,0,1380.2,-0.04,-0.38,314.66,95.68,133.58,6.63,1.117,1.813,1.0,1,0,0
949,Madhya Pradesh,2021-05-25,23.2658,78.849,maize,wheat,2021-05-25,2021-09-05,3.81,6.38,kharif,5,30.76,41.18,34.22,45.31,2.66,39.14,41.46,33.32,16.51,80.46,10,1756.26,0.63,-0.85,292.7,101.6,216.01,5.67,1.363,2.034,1.0,5,0,0
950,Haryana,2021-01-21,28.5594,75.6804,sorghum,soybean,2021-01-21,2021-05-22,2.74,5.13,kharif,1,0.0,27.68,17.83,72.21,3.09,0.0,27.7,18.39,0.0,0.0,0,1026.41,1.06,-0.19,139.81,151.49,222.26,7.56,1.235,1.712,1.0,4,0,0
951,Punjab,2021-05-17,31.8654,75.1169,sorghum,soybean,2021-05-17,2021-11-10,2.05,4.27,kharif,5,51.29,37.48,30.02,38.17,2.35,33.5,37.48,29.78,56.27,195.1,6,1213.11,-0.39,-1.49,320.05,170.34,108.93,7.4,1.242,1.998,1.0,1,1,0
952,Gujarat,2021-07-04,22.4375,71.91,rice,mustard,2021-07-04,2021-11-10,5.13,6.97,kharif,7,43.4,32.92,25.66,43.65,4.51,52.21,33.79,24.88,21.15,103.52,2,1531.64,-0.62,-0.99,256.16,66.57,127.77,7.49,1.144,1.502,1.0,4,0,0
953,Karnataka,2021-12-22,14.9763,75.8605,maize,maize,2021-12-22,2022-06-06,4.3,2.44,kharif,12,46.1,34.72,24.73,66.53,3.07,58.08,34.3,25.15,22.05,173.95,5,1516.53,0.14,0.17,122.02,131.12,216.13,7.32,0.969,1.564,1.0,1,0,0
954,Odisha,2021-03-16,20.9779,85.3066,maize,soybean,2021-03-16,2021-09-02,4.46,5.49,rabi,3,32.17,28.32,17.87,70.01,3.45,20.37,27.32,19.8,21.22,117.5,0,1372.28,-0.08,-0.09,122.48,182.83,154.37,7.7,0.899,1.532,1.0,5,0,0
955,Tamil Nadu,2022-08-30,10.8883,78.5644,rice,soybean,2022-08-30,2023-01-08,4.01,2.15,rabi,8,55.4,24.26,14.02,99.0,2.06,61.45,24.02,14.91,59.47,146.87,1,851.57,-0.38,-2.39,167.23,88.53,148.17,6.85,0.843,1.346,1.0,1,1,0
956,Haryana,2022-11-27,28.4814,76.0416,maize,soybean,2022-11-27,2023-02-25,4.73,5.37,zaid,11,12.64,32.49,24.48,61.98,2.91,11.21,32.43,23.08,10.1,47.91,4,1153.84,-0.47,-2.2,203.18,129.85,175.39,5.64,0.954,1.695,1.0,0,1,0
957,Uttar Pradesh,2022-08-17,26.7688,80.9144,soybean,maize,2022-08-17,2023-01-21,3.1,6.34,rabi,8,67.03,39.72,31.47,57.6,4.55,44.04,39.71,32.57,41.96,214.7,7,720.05,-1.09,-0.91,215.17,197.51,215.91,6.94,1.251,2.095,1.0,4,0,0
958,Haryana,2021-10-21,28.9525,75.9023,sorghum,mustard,2021-10-21,2022-01-22,2.89,2.56,rabi,10,50.07,26.67,20.92,79.73,4.72,37.35,26.54,21.28,27.24,182.3,0,1304.23,0.41,-0.1,161.75,121.82,164.82,5.55,0.607,1.495,1.0,0,0,0
959,Karnataka,2022-09-04,15.2414,75.959,maize,maize,2022-09-04,2022-12-25,4.05,3.17,kharif,9,231.3,27.83,18.85,56.16,3.72,247.6,28.37,19.35,205.94,902.65,2,1047.92,0.43,0.05,208.01,184.54,201.65,5.74,0.911,1.981,1.0,4,0,1
960,Punjab,2022-03-30,31.4459,75.4539,cotton,maize,2022-03-30,2022-08-17,3.51,4.12,kharif,3,95.02,37.41,29.71,52.91,4.86,73.2,37.27,30.32,106.82,299.22,3,1238.87,0.14,-0.41,259.63,159.31,185.38,7.65,1.392,2.014,1.0,2,0,0
961,Bihar,2021-01-10,25.0008,84.9609,maize,cotton,2021-01-10,2021-07-04,4.13,4.86,kharif,1,5.03,27.93,20.3,61.75,1.75,4.35,30.27,21.97,4.91,19.06,0,845.87,0.56,1.26,201.73,189.57,211.27,6.01,0.562,2.009,1.0,3,0,0
962,Karnataka,2021-07-08,15.1294,76.5756,rice,maize,2021-07-08,2021-12-09,4.19,5.05,kharif,7,44.28,34.17,25.57,81.09,4.05,44.16,35.53,24.27,52.3,102.38,3,1695.8,0.14,0.45,180.15,184.47,149.22,7.7,0.47,1.713,1.0,5,0,0
963,Maharashtra,2021-07-12,18.7575,75.5078,maize,maize,2021-07-12,2021-12-11,4.79,5.56,rabi,7,160.6,24.24,16.46,95.1,2.23,157.45,23.68,16.88,139.44,248.89,0,1361.28,0.64,0.27,204.58,83.67,194.23,7.97,0.786,1.608,1.0,4,0,0
964,Maharashtra,2021-02-23,19.1026,75.4111,cotton,maize,2021-02-23,2021-06-26,3.79,5.64,kharif,2,0.29,35.89,26.38,69.07,2.1,0.34,35.28,27.01,0.25,0.74,6,1428.7,-0.27,-0.27,159.53,141.03,85.56,7.42,0.786,1.287,1.0,4,0,0
965,West Bengal,2022-07-22,21.8962,88.6383,wheat,sorghum,2022-07-22,2022-11-10,3.68,5.26,rabi,7,11.24,32.17,27.31,98.37,2.82,6.81,33.09,28.7,13.27,27.32,2,888.67,-0.07,-0.05,170.99,131.83,179.88,5.68,0.579,1.609,1.0,1,0,0
966,Haryana,2022-02-08,29.2943,75.761,wheat,cotton,2022-02-08,2022-07-30,2.88,5.42,rabi,2,30.73,29.22,18.55,61.15,1.73,34.2,28.86,19.75,25.71,107.38,6,863.62,0.03,0.01,311.46,192.44,118.03,5.77,1.178,2.073,1.0,3,0,0
967,Kerala,2022-05-02,10.4333,76.5508,wheat,sorghum,2022-05-02,2022-09-13,3.4,5.76,rabi,5,39.06,35.17,29.4,69.63,4.11,37.12,35.39,28.03,32.26,108.08,5,1882.58,0.21,1.2,210.22,68.4,219.35,6.73,1.311,1.66,1.0,0,0,0
968,Maharashtra,2022-12-06,18.9269,75.1362,wheat,cotton,2022-12-06,2023-03-22,3.32,0.55,kharif,12,24.71,27.99,23.09,89.26,3.07,18.99,27.49,23.01,21.1,59.91,5,1102.27,-0.73,0.77,260.81,111.85,189.59,5.75,0.878,1.874,1.0,5,0,0
969,Karnataka,2022-01-05,15.3,76.1859,maize,soybean,2022-01-05,2022-04-20,5.0,4.68,rabi,1,87.34,27.23,17.33,73.48,4.27,62.59,27.97,16.86,72.02,304.0,0,974.53,-0.57,1.78,327.58,162.24,152.41,6.11,0.802,2.141,1.0,0,0,0
970,Madhya Pradesh,2021-07-20,23.6375,78.3696,rice,soybean,2021-07-20,2022-01-11,3.4,0.82,rabi,7,139.57,39.46,32.83,41.02,2.47,136.06,38.14,32.29,78.32,500.89,4,1842.2,0.3,-0.84,312.2,81.63,83.51,7.6,1.071,1.591,1.0,5,0,0
971,Madhya Pradesh,2022-09-22,24.5195,78.0186,sorghum,rice,2022-09-22,2022-12-26,1.87,4.34,rabi,9,31.9,30.88,23.05,71.28,1.83,32.0,32.73,24.52,14.74,123.41,4,1095.37,-0.42,-2.23,165.68,161.14,227.57,6.18,1.108,1.848,1.0,0,1,0
972,West Bengal,2022-05-11,22.5895,88.8855,sorghum,cotton,2022-05-11,2022-09-12,2.43,6.23,kharif,5,128.37,27.81,17.95,72.03,5.08,134.17,26.89,17.57,87.14,379.91,2,1480.65,0.08,-0.13,146.96,91.3,135.11,5.96,1.049,1.245,1.0,0,0,0
973,Odisha,2022-04-18,21.0427,84.8847,soybean,wheat,2022-04-18,2022-09-01,3.16,3.79,rabi,4,90.41,26.99,15.12,99.0,3.87,84.95,28.07,15.53,66.84,160.79,0,964.95,1.14,1.28,304.21,149.68,176.97,6.76,0.742,2.103,1.0,1,0,0
974,Odisha,2021-06-29,21.2899,84.5212,wheat,mustard,2021-06-29,2021-10-04,3.1,3.99,zaid,6,15.66,26.98,19.96,90.8,3.95,20.2,29.24,20.78,7.16,32.82,4,849.88,-0.6,1.75,143.65,116.98,117.39,6.44,0.375,1.26,1.0,5,0,0
975,Maharashtra,2021-10-19,19.3106,74.4788,wheat,wheat,2021-10-19,2022-01-27,4.28,5.06,kharif,10,0.0,32.52,22.87,77.33,2.68,0.0,32.6,23.8,0.0,0.0,5,1351.26,-0.48,-0.08,174.02,99.71,192.56,7.22,0.724,1.554,1.0,1,0,0
976,Punjab,2022-09-03,30.6493,76.0348,wheat,sorghum,2022-09-03,2022-12-13,3.42,4.65,rabi,9,193.65,25.76,17.81,49.18,2.38,119.84,26.38,18.25,167.11,419.01,2,956.24,-0.36,-0.75,311.18,155.91,103.35,6.28,0.894,1.901,1.0,0,0,0
977,Madhya Pradesh,2022-08-27,23.3663,78.5019,mustard,maize,2022-08-27,2022-11-28,2.92,2.12,kharif,8,134.13,29.29,23.64,66.48,1.37,81.28,29.96,23.49,111.32,395.66,2,1396.81,-1.51,0.02,325.69,83.76,165.13,6.45,0.425,1.915,1.0,2,0,0
978,Karnataka,2021-10-22,15.4406,75.0353,rice,maize,2021-10-22,2022-02-16,4.38,0.51,kharif,10,10.0,37.0,29.68,56.11,3.99,6.59,37.68,32.02,11.87,21.15,3,1491.08,0.49,-0.28,139.42,113.49,114.7,7.14,0.378,1.225,1.0,2,0,0
979,Madhya Pradesh,2021-03-16,23.5753,78.6045,cotton,wheat,2021-03-16,2021-07-20,3.78,3.84,zaid,3,81.61,24.29,13.47,71.43,0.2,66.5,23.39,12.99,91.7,265.85,0,1351.36,1.38,-0.43,338.28,119.46,181.03,7.95,0.668,2.129,1.0,4,0,0
980,Punjab,2021-12-25,30.635,76.1478,maize,cotton,2021-12-25,2022-04-15,4.74,1.07,kharif,12,63.83,29.3,21.7,54.61,4.67,73.56,29.95,21.26,58.34,103.77,0,1075.9,-0.36,1.7,176.53,139.44,122.53,7.77,0.738,1.462,1.0,3,0,0
981,Gujarat,2022-04-06,22.2208,71.4929,soybean,rice,2022-04-06,2022-09-28,3.54,5.0,rabi,4,35.45,33.91,22.69,51.38,2.6,26.72,32.42,22.05,23.7,141.14,7,1320.41,1.27,-0.27,331.4,160.18,148.52,7.39,1.208,2.134,1.0,5,0,0
982,West Bengal,2022-06-12,22.6811,87.6832,rice,sorghum,2022-06-12,2022-10-06,4.14,5.82,rabi,6,295.07,28.83,20.12,99.0,2.53,255.59,30.14,19.47,200.81,1152.14,2,1347.9,-0.59,-0.35,139.31,128.7,119.15,6.83,0.427,1.291,1.0,0,0,1
983,Uttar Pradesh,2021-05-17,26.8424,81.1393,wheat,sorghum,2021-05-17,2021-10-02,4.32,2.86,kharif,5,34.98,22.29,18.34,52.52,3.72,21.73,22.7,17.85,30.78,126.49,0,890.02,-0.82,0.67,339.36,171.4,128.56,5.94,0.497,2.131,1.0,1,0,0
984,Tamil Nadu,2021-01-13,11.0156,77.5922,maize,mustard,2021-01-13,2021-05-16,4.02,6.68,rabi,1,111.79,24.96,17.88,85.86,3.45,98.47,24.35,16.75,85.41,393.92,2,1241.93,0.28,0.22,205.27,165.44,124.78,6.34,0.877,1.652,1.0,5,0,0
985,Odisha,2022-01-26,20.7648,85.0369,wheat,soybean,2022-01-26,2022-05-18,4.48,5.11,kharif,1,203.4,18.34,7.99,99.0,2.59,140.26,17.66,7.52,117.81,776.13,0,806.07,0.27,0.08,279.75,193.71,180.14,6.47,0.674,2.179,1.0,5,0,0
986,Odisha,2021-11-03,20.855,85.1259,maize,mustard,2021-11-03,2022-02-17,4.98,4.93,kharif,11,58.5,26.93,18.94,99.0,3.31,37.31,25.15,20.37,52.07,124.89,0,1463.34,-0.09,1.91,244.23,168.89,169.4,6.95,0.776,1.942,1.0,4,0,0
987,Assam,2021-12-24,26.1686,91.3784,cotton,wheat,2021-12-24,2022-05-25,3.79,1.23,kharif,12,302.06,24.34,14.72,86.77,2.98,279.71,24.51,13.94,131.79,1048.22,0,1211.91,-0.45,1.01,151.79,185.16,173.33,7.0,1.328,1.701,1.0,0,0,1
988,Kerala,2022-03-27,11.3358,76.8601,wheat,cotton,2022-03-27,2022-08-21,3.64,2.89,rabi,3,6.13,31.38,23.69,99.0,3.16,6.34,30.2,25.27,5.2,9.47,2,1337.69,0.45,0.0,291.02,139.8,232.9,7.82,1.067,2.212,1.0,5,0,0
989,Maharashtra,2021-10-17,18.9686,75.5423,wheat,rice,2021-10-17,2022-04-11,3.74,0.68,kharif,10,166.53,28.66,20.87,62.09,2.73,122.4,30.58,19.9,94.68,564.06,4,1445.57,0.28,-0.07,227.8,175.96,222.54,5.82,1.286,2.088,1.0,5,0,0
990,Bihar,2021-09-16,25.314,84.9228,rice,wheat,2021-09-16,2022-02-24,2.97,5.87,kharif,9,107.36,28.95,18.18,86.17,5.34,71.03,29.22,18.52,107.19,351.15,1,835.99,0.53,-1.65,210.48,154.22,131.58,7.14,0.904,1.654,1.0,0,1,0
991,Uttar Pradesh,2021-10-16,26.961,81.2538,maize,wheat,2021-10-16,2022-03-15,4.51,3.75,rabi,10,36.32,32.87,23.27,62.34,3.03,23.23,33.89,22.38,22.68,114.38,4,1502.7,0.24,0.21,328.03,135.6,175.98,6.25,0.932,2.132,1.0,2,0,0
992,Rajasthan,2021-11-12,26.2525,76.6073,rice,soybean,2021-11-12,2022-03-11,4.08,4.19,rabi,11,18.82,32.02,24.6,30.0,4.61,17.82,32.98,24.23,16.26,72.98,4,1197.1,0.24,0.47,138.67,99.66,126.45,7.42,1.313,1.216,1.0,3,0,0
993,Uttar Pradesh,2022-06-07,26.4054,80.8823,wheat,rice,2022-06-07,2022-09-25,3.39,5.17,kharif,6,44.99,34.29,23.9,50.51,3.01,50.05,33.45,23.76,48.75,94.6,6,1378.04,-0.44,0.2,329.97,190.17,82.27,5.69,1.01,2.008,1.0,3,0,0
994,Tamil Nadu,2022-08-22,10.5631,77.4398,wheat,maize,2022-08-22,2023-01-09,3.0,5.35,kharif,8,190.66,29.03,21.29,78.0,2.67,181.34,29.78,21.82,173.45,710.66,0,1262.88,0.38,0.16,249.55,158.18,104.19,5.63,0.901,1.706,1.0,4,0,0
995,Bihar,2022-08-26,25.9396,84.9793,cotton,maize,2022-08-26,2022-12-12,3.65,6.92,kharif,8,7.92,26.68,18.56,58.83,4.33,10.24,26.92,18.67,5.04,17.45,1,1223.05,0.5,0.5,211.35,67.52,218.11,6.97,0.912,1.657,1.0,5,0,0
996,Tamil Nadu,2022-01-25,10.1613,77.8827,rice,sorghum,2022-01-25,2022-06-11,4.42,1.21,kharif,1,107.97,28.93,20.3,83.33,2.59,99.75,28.2,20.44,58.73,228.2,2,1063.11,-0.16,-0.76,331.26,117.46,134.21,6.97,1.134,1.943,1.0,1,0,0
997,Bihar,2021-06-19,25.7164,84.564,soybean,rice,2021-06-19,2021-10-13,2.68,2.91,kharif,6,93.6,37.57,32.19,91.7,2.75,100.06,39.11,30.28,69.57,319.75,3,1196.98,-0.36,1.04,172.14,132.46,161.99,7.86,0.364,1.555,1.0,4,0,0
998,Punjab,2022-02-07,30.7411,75.5755,rice,mustard,2022-02-07,2022-05-23,4.32,5.46,rabi,2,124.69,29.22,21.51,61.23,2.08,95.18,29.26,20.86,60.08,193.32,1,1053.31,-0.72,-1.03,151.26,67.81,105.15,6.84,0.423,1.081,1.0,4,0,0
999,West Bengal,2021-01-26,22.6181,88.7272,sorghum,maize,2021-01-26,2021-07-14,3.02,6.05,zaid,1,18.78,32.12,24.38,71.09,1.98,11.86,32.99,23.88,12.42,55.71,4,1459.89,-0.36,-0.24,237.06,99.86,221.08,7.01,0.921,1.86,1.0,1,0,0
1000,Uttar Pradesh,2021-10-25,26.6873,80.6312,maize,cotton,2021-10-25,2022-03-13,4.3,3.15,rabi,10,104.71,28.62,20.24,59.15,2.26,92.58,29.41,20.37,51.59,175.58,0,903.99,0.6,0.98,138.6,132.61,119.87,6.77,0.764,1.304,1.0,1,0,0
1001,West Bengal,2022-11-01,22.7716,88.9116,rice,maize,2022-11-01,2023-03-02,4.21,3.75,rabi,11,81.91,31.93,24.29,78.78,2.71,84.94,32.24,23.69,57.31,149.02,2,1378.78,0.55,-1.35,275.09,97.76,200.0,5.72,0.594,1.91,1.0,4,1,0
1002,Punjab,2021-01-21,30.7693,76.1087,maize,cotton,2021-01-21,2021-04-28,5.11,1.99,rabi,1,76.08,33.65,27.23,63.48,4.8,65.62,34.28,27.45,63.89,148.83,3,1003.12,0.69,-0.52,282.42,85.45,148.35,5.67,1.054,1.721,1.0,1,0,0
1003,Karnataka,2022-12-08,15.3077,75.3453,maize,rice,2022-12-08,2023-04-25,4.45,4.07,rabi,12,57.14,31.61,22.78,58.24,3.04,40.06,33.24,23.41,32.45,200.15,1,1211.92,-0.58,0.35,131.06,106.88,134.2,7.63,0.472,1.24,1.0,1,0,0
1004,Haryana,2022-11-26,29.3396,76.3618,soybean,wheat,2022-11-26,2023-04-02,3.03,1.27,kharif,11,0.0,33.0,19.29,57.19,3.66,0.0,32.4,18.6,0.0,0.0,4,1253.68,0.38,1.31,143.23,180.19,83.05,7.93,1.215,1.355,1.0,3,0,0
1005,Assam,2022-11-30,26.5313,91.1506,soybean,cotton,2022-11-30,2023-05-15,2.68,5.93,kharif,11,124.27,26.45,18.45,99.0,1.23,154.6,25.29,18.02,59.66,353.82,3,659.01,-0.56,-0.4,189.01,85.75,140.03,5.61,0.514,1.383,1.0,5,0,0
1006,Rajasthan,2021-12-14,25.9721,74.8661,maize,rice,2021-12-14,2022-04-24,4.5,5.27,kharif,12,66.08,29.74,21.9,30.5,2.94,85.67,28.94,22.0,30.01,114.6,4,1155.52,0.32,-0.04,139.2,105.65,204.55,7.46,1.024,1.498,1.0,4,0,0
1007,Karnataka,2022-06-30,15.5518,76.9516,maize,soybean,2022-06-30,2022-10-16,4.39,0.76,kharif,6,111.14,30.98,22.96,72.39,1.84,116.17,31.34,23.2,122.05,209.23,4,1231.86,0.5,1.8,318.51,138.96,173.41,7.0,0.885,2.103,1.0,5,0,0
1008,Uttar Pradesh,2022-08-20,26.5959,81.0728,wheat,sorghum,2022-08-20,2023-01-14,4.04,0.7,kharif,8,87.77,27.78,17.19,67.77,1.57,70.03,26.81,17.47,95.67,164.82,3,968.59,0.74,-1.4,147.16,143.0,146.73,7.33,0.512,1.456,1.0,1,1,0
1009,Assam,2021-07-04,25.9466,91.8151,cotton,rice,2021-07-04,2021-10-13,2.92,4.87,kharif,7,139.96,23.69,15.87,99.0,3.17,126.81,23.44,16.04,130.33,236.63,0,1246.89,-0.45,0.39,234.12,82.22,125.13,6.55,1.145,1.472,1.0,4,0,0
1010,Uttar Pradesh,2021-01-21,26.2597,80.6799,wheat,mustard,2021-01-21,2021-05-28,3.07,0.95,zaid,1,37.88,23.41,14.92,43.12,2.86,48.98,23.14,16.69,44.25,144.88,2,709.56,-0.06,-0.17,296.38,93.6,149.7,6.88,0.366,1.799,1.0,5,0,0
1011,West Bengal,2022-08-01,22.2342,88.0714,wheat,maize,2022-08-01,2022-12-23,4.08,6.8,kharif,8,41.17,28.65,19.62,99.0,1.61,36.58,28.78,20.95,31.23,78.46,0,1275.71,-0.7,-0.76,190.16,102.22,169.78,6.41,0.781,1.541,1.0,4,0,0
1012,Karnataka,2021-03-30,14.5387,75.6302,wheat,mustard,2021-03-30,2021-07-18,3.85,1.34,kharif,3,41.63,32.57,21.98,48.76,2.35,44.8,32.59,22.8,18.6,156.68,3,1372.29,-0.59,0.89,314.24,65.39,227.41,5.54,0.695,2.023,1.0,3,0,0
1013,Tamil Nadu,2022-01-22,10.9886,77.7445,maize,wheat,2022-01-22,2022-07-11,4.67,4.84,zaid,1,54.17,33.49,25.57,76.62,5.76,52.42,32.53,26.38,54.91,115.13,3,1610.49,-0.3,-1.06,188.73,149.47,168.06,7.52,1.313,1.688,1.0,4,0,0
1014,Karnataka,2021-06-15,15.0155,76.2856,maize,mustard,2021-06-15,2021-11-13,4.12,2.52,kharif,6,83.9,25.23,17.92,53.8,2.28,55.46,24.85,17.57,73.39,132.54,0,870.88,-0.68,-0.65,315.8,94.08,234.29,7.05,1.072,2.147,1.0,4,0,0
1015,Bihar,2021-01-22,25.3062,86.3309,rice,maize,2021-01-22,2021-07-19,5.1,1.4,kharif,1,57.7,32.93,23.04,79.73,2.88,71.1,33.01,22.64,59.43,212.31,3,1358.0,0.49,-1.19,153.46,79.15,201.34,6.18,1.334,1.446,1.0,2,0,0
1016,Madhya Pradesh,2022-09-07,23.4057,78.6173,wheat,cotton,2022-09-07,2023-02-14,3.66,0.94,kharif,9,55.47,31.29,23.33,44.83,2.84,35.02,31.5,22.76,58.32,163.34,3,1115.81,-0.62,-1.16,281.88,90.86,200.62,6.93,0.913,1.911,1.0,3,0,0
1017,Tamil Nadu,2022-06-29,11.3384,78.3726,wheat,mustard,2022-06-29,2022-11-08,3.1,6.7,rabi,6,37.72,28.01,22.52,94.3,2.16,47.8,28.69,23.27,17.98,114.49,0,850.56,-0.69,1.16,292.34,184.39,167.51,7.14,1.021,2.147,1.0,2,0,0
1018,Rajasthan,2022-05-25,26.5766,75.8942,sorghum,mustard,2022-05-25,2022-10-24,3.15,0.97,kharif,5,10.59,34.47,28.54,30.0,2.71,6.42,35.25,24.94,6.74,30.81,8,1032.84,-0.7,-0.64,196.75,196.06,138.42,6.79,1.258,1.771,1.0,5,0,0
1019,Madhya Pradesh,2022-09-05,23.3718,78.0519,rice,wheat,2022-09-05,2022-12-05,3.45,2.88,rabi,9,7.38,33.49,25.48,68.24,3.89,5.07,31.87,25.4,7.65,19.62,4,1247.09,-0.01,0.34,158.44,104.58,88.36,5.78,0.729,1.171,1.0,3,0,0
1020,Odisha,2022-03-02,21.0914,85.4823,rice,sorghum,2022-03-02,2022-07-18,3.54,4.31,kharif,3,0.0,25.62,19.08,84.43,3.0,0.0,24.1,18.0,0.0,0.0,1,957.39,-0.59,0.25,321.81,72.94,197.03,7.68,0.668,1.973,1.0,2,0,0
1021,Uttar Pradesh,2021-08-12,27.1419,80.8722,sorghum,sorghum,2021-08-12,2022-01-07,2.2,2.56,kharif,8,98.72,23.0,16.35,78.24,2.46,109.97,23.6,17.05,80.36,206.48,0,875.29,-0.08,-0.58,164.25,181.19,188.09,5.91,0.962,1.778,1.0,2,0,0
1022,Kerala,2021-08-02,10.9628,76.9596,maize,cotton,2021-08-02,2022-01-14,4.08,3.3,kharif,8,77.18,19.86,12.63,92.71,1.76,68.39,21.04,13.1,55.9,275.18,0,1238.15,-0.14,-1.04,244.34,178.82,205.07,5.85,1.322,2.094,1.0,3,0,0
1023,Uttar Pradesh,2021-10-16,26.8082,80.8233,rice,sorghum,2021-10-16,2022-03-20,4.69,0.96,kharif,10,86.25,32.04,24.42,72.39,1.71,98.7,33.07,24.46,50.22,166.3,5,1126.23,0.19,-0.02,315.14,161.66,226.29,5.94,0.808,2.344,1.0,0,0,0
1024,Bihar,2022-02-07,25.9662,85.1647,maize,wheat,2022-02-07,2022-06-05,3.48,5.01,kharif,2,24.73,24.94,18.25,73.97,2.66,26.55,25.87,16.9,23.32,65.5,1,1401.69,0.77,-1.0,237.59,193.65,159.39,7.7,0.567,1.969,1.0,1,0,0
1025,Uttar Pradesh,2021-06-11,26.4133,80.5455,rice,wheat,2021-06-11,2021-09-15,4.87,3.8,rabi,6,95.31,32.04,23.87,37.87,4.01,84.52,32.6,24.39,49.81,202.0,2,648.81,-0.92,0.66,237.56,186.44,179.61,7.34,0.925,2.012,1.0,3,0,0
1026,Kerala,2022-02-27,10.2081,76.7507,rice,soybean,2022-02-27,2022-06-04,4.07,2.56,kharif,2,104.01,32.29,24.19,99.0,2.24,65.82,31.94,23.87,89.27,319.96,4,1435.76,-0.44,1.06,230.45,188.07,114.11,6.08,1.134,1.775,1.0,0,0,0
1027,West Bengal,2022-04-16,23.2131,88.4792,wheat,maize,2022-04-16,2022-07-18,3.77,4.45,kharif,4,146.78,30.4,23.79,64.08,3.45,139.02,31.35,23.49,129.69,345.96,1,1023.21,-0.99,0.17,341.67,127.95,177.86,5.84,1.386,2.158,1.0,5,0,0
1028,Karnataka,2022-09-24,14.5428,75.5793,cotton,sorghum,2022-09-24,2023-03-08,3.28,4.24,kharif,9,123.76,27.56,19.98,69.97,1.4,87.93,28.66,18.8,69.45,432.12,2,1441.2,-0.99,0.34,308.78,131.51,206.6,7.25,0.697,2.156,1.0,0,0,0
1029,Tamil Nadu,2021-01-31,10.6446,77.6251,sorghum,mustard,2021-01-31,2021-06-05,2.82,1.97,rabi,1,49.54,23.3,16.22,78.06,3.68,50.06,24.59,16.47,29.04,171.7,0,1009.08,0.31,-0.29,343.4,196.25,189.48,7.95,1.262,2.43,1.0,1,0,0
1030,West Bengal,2022-10-27,22.8207,87.7896,wheat,cotton,2022-10-27,2023-04-06,3.18,6.41,kharif,10,12.02,27.68,18.55,68.83,1.36,8.84,26.67,17.33,13.4,25.65,5,1059.36,0.26,-0.07,128.12,115.58,235.02,6.11,0.587,1.596,1.0,1,0,0
1031,Kerala,2021-06-17,10.9231,76.6261,maize,cotton,2021-06-17,2021-11-27,4.71,1.42,kharif,6,226.76,24.82,17.01,72.76,2.66,192.42,24.09,16.54,200.37,619.21,2,1273.42,0.6,1.57,197.64,76.72,102.96,6.09,0.708,1.258,1.0,1,0,1
